Driver,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,SpeedFL,Stint,PitInTime,PitOutTime,TyreLife,Compound,Driver_Pos_x,AvgLapTime,BestSectorTime,TireStrategy,LapVariance,Pos,Driver_Pos_y,Q1,Q2,Q3,Laps
8,4,-0.19779123,28,-0.126900287,-0.126857696,-0.147503886,289,2,,,19,0,9,-0.296643191,18.218,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.125475364,29,-0.0085127,-0.082074959,-0.11266843,288,2,,,20,0,9,-0.303189784,18.314,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.145306665,30,-0.065407705,-0.079276038,-0.119290046,289,2,,,21,0,9,-0.310640756,18.32,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.147871057,31,-0.01425967,-0.088605775,-0.143473338,289,2,,,22,0,9,-0.317367876,18.3,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.143938989,32,0.015049878,-0.080209012,-0.156716569,288,2,,,23,0,9,-0.323585931,18.318,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.171976346,33,-0.022880125,-0.100734433,-0.172262971,288,2,,,24,0,9,-0.329850027,18.274,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.155393275,34,-0.042419824,-0.070412788,-0.153261813,289,2,,,25,0,9,-0.335172765,18.339,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.161205898,35,-0.021156034,-0.065747919,-0.176581416,289,2,,,26,0,9,-0.34047067,18.349,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,2.209489394,36,0.040911245,-0.09373713,3.801858017,,2,0 days 01:49:16.525000,,27,0,9,-0.316657438,18.289,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,0.839761935,37,3.404612945,-0.018166261,-0.236463853,289,3,,0 days 01:49:34.003000,1,0,10,-0.338260814,18.451,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.394565606,38,-0.309079245,-0.165576105,-0.363714033,292,3,,,2,0,10,-0.357171764,18.135,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.33934569,39,-0.286091364,-0.156712854,-0.287709401,302,3,,,3,0,10,-0.360679082,18.154,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.173344022,40,-0.148738774,-0.353570303,0.044522968,290,3,,,4,0,9,-0.36280206,17.732,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.421919125,41,-0.332067126,-0.186101526,-0.385594154,290,3,,,5,0,9,-0.369235457,18.091,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.418499935,42,-0.376893494,-0.182369631,-0.359683484,290,3,,,6,0,9,-0.372743411,18.099,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.393881768,43,-0.349882734,-0.185168552,-0.330030162,290,3,,,7,0,9,-0.375872997,18.093,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.411661556,44,-0.346434552,-0.181436657,-0.364001929,291,3,,,8,0,9,-0.379280961,18.101,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.433544371,45,-0.359652583,-0.185635039,-0.391639977,291,3,,,9,0,9,-0.382577261,18.092,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.529623606,46,-0.486660626,-0.210825329,-0.474266225,292,3,,,10,0,9,-0.386434343,18.038,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.509108467,47,-0.478040171,-0.219222092,-0.438854976,291,3,,,11,0,9,-0.389044394,18.02,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.522785226,48,-0.469419716,-0.222021013,-0.46447775,291,3,,,12,0,9,-0.391856642,18.014,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.500731451,49,-0.465971533,-0.220621552,-0.42993019,292,3,,,13,0,9,-0.394235793,18.017,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.503808722,50,-0.455626987,-0.209425868,-0.44720397,291,3,,,14,0,9,-0.396739185,18.041,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.455427186,51,-0.501602749,-0.184235578,-0.358244003,291,3,,,15,0,9,-0.398703952,18.095,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.441921386,52,-0.372295918,-0.184235578,-0.400276867,291,3,,,16,0,9,-0.400885924,18.095,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.457991578,53,-0.472867898,-0.170240973,-0.385594154,290,3,,,17,0,9,-0.403229154,18.125,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.430125181,54,-0.4337885,-0.159511776,-0.364865618,290,3,,,18,0,9,-0.405130423,18.148,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.436792601,55,-0.416547589,-0.166975565,-0.380124124,291,3,,,19,0,9,-0.407236644,18.132,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,-0.413713069,56,-0.323446671,-0.159511776,-0.392503666,291,3,,,20,0,9,-0.409035762,18.148,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,3.442962138,57,0.020796849,7.323870209,1.311266836,257,3,,,21,0,8,-0.381412801,29.129,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
8,4,5.096311397,58,6.364877332,5.592737523,1.985807945,254,3,,,22,0,8,-0.371325232,30.479,,0.437676402,5,22,0.497350841,-0.081164126,0.198947148,18
9,5,1.969462266,1,-0.200174158,0.171693885,0.472912712,292,1,,,1,1,14,6.627726944,18.858,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,0.05198059,2,0.533426597,-0.165576105,-0.033784835,306,1,,,2,1,14,2.636318098,18.135,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.107011739,3,0.12309292,-0.206626947,-0.070635565,305,1,,,3,1,14,1.561723333,18.047,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.135732933,4,-0.018282549,-0.193098828,-0.056528645,304,1,,,4,1,13,1.038642601,18.076,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.054014296,5,0.135161557,-0.191699368,0.003353792,306,1,,,5,1,13,0.734436112,18.079,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,2.330015837,6,0.118495343,-0.169307999,4.012598133,,1,0 days 01:07:03.041000,,6,1,16,0.699134537,18.127,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,0.720603168,7,3.104046399,0.013088357,-0.30584687,288,2,,0 days 01:07:20.614000,1,0,16,0.424885185,18.518,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.087522356,8,0.163321711,-0.021431669,-0.172262971,289,2,,,2,0,14,0.262920904,18.444,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.100344318,9,0.104127918,-0.038225196,-0.153837606,290,2,,,3,0,14,0.175523117,18.408,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.064955703,10,0.394924613,-0.110530657,-0.195294678,290,2,,,4,0,13,0.1077094,18.253,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.16718948,11,-0.001041638,-0.073211709,-0.192127818,290,2,,,5,0,13,0.046764029,18.333,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.250446753,12,-0.027477702,-0.15438042,-0.268996139,290,2,,,6,0,13,-0.003333469,18.159,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.179327604,13,-0.058511341,-0.136187433,-0.144912819,289,2,,,7,0,13,-0.040539878,18.198,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.2143743,14,-0.05104028,-0.139919328,-0.205371049,289,2,,,8,0,13,-0.075741375,18.19,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.205997285,15,-0.117705135,-0.128257157,-0.165065563,290,2,,,9,0,13,-0.104985636,18.215,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.216938693,16,-0.141267713,-0.17210692,-0.144624923,290,2,,,10,0,12,-0.131101426,18.121,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,3.431849771,17,1.041458769,3.755712323,2.983368741,209,2,,,11,0,10,-0.060170443,26.541,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,0.019156367,18,0.570207207,-0.049887367,-0.178884587,289,2,,,12,0,10,-0.168371421,18.383,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.206852083,19,-0.153336351,-0.104466328,-0.163338185,288,2,,,13,0,10,-0.191968736,18.266,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.277800272,20,-0.215978327,-0.153447447,-0.221205348,290,2,,,14,0,10,-0.209821936,18.161,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.199329865,21,-0.078625737,-0.12779067,-0.173702453,290,2,,,15,0,10,-0.22286888,18.216,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.159154384,22,-0.096441345,-0.126391209,-0.097985717,288,2,,,16,0,10,-0.235489589,18.219,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.176763212,23,-0.101038921,-0.132922025,-0.12130532,288,2,,,17,0,10,-0.248109553,18.205,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.122910971,24,-0.070579979,-0.097935512,-0.067468706,288,2,,,18,0,10,-0.258378081,18.28,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.095899372,25,0.062175035,-0.075544143,-0.102304162,288,2,,,19,0,10,-0.268293792,18.328,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.120859458,26,0.038037759,-0.113329578,-0.108925778,289,2,,,20,0,10,-0.278319329,18.247,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,2.25804189,27,0.059876247,-0.113329578,3.886211643,,2,0 days 01:36:52.888000,,21,0,15,-0.248737583,18.247,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,0.850874302,28,3.371855214,-0.04055763,-0.187521477,289,3,,0 days 01:37:10.502000,1,0,15,-0.280294308,18.403,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.246172766,29,-0.122877408,-0.055018722,-0.275329859,289,3,,,2,0,14,-0.305006592,18.372,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.22805106,30,-0.131497864,-0.11006417,-0.206522635,289,3,,,3,0,14,-0.311844756,18.254,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.219332126,31,-0.12057862,-0.105399301,-0.200188915,290,3,,,4,0,14,-0.318374152,18.264,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.227538181,32,-0.220001206,-0.09233767,-0.172262971,289,3,,,5,0,14,-0.324726342,18.292,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.178472807,33,-0.074602858,-0.115662012,-0.148079679,289,3,,,6,0,14,-0.329935962,18.242,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.200184662,34,-0.135520743,-0.131522565,-0.144337027,290,3,,,7,0,13,-0.335747841,18.208,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.18753366,35,-0.063683614,-0.124991749,-0.163050288,289,3,,,8,0,12,-0.340799034,18.222,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,0.043432615,36,0.377109006,-0.228085342,0.06870626,290,3,,,9,0,12,-0.342922381,18.001,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.22463187,37,-0.007938003,-0.145983657,-0.240494402,291,3,,,10,0,12,-0.350818503,18.177,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.355244923,38,-0.276321514,-0.196830723,-0.294618913,291,3,,,11,0,12,-0.356720067,18.068,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.37969213,39,-0.324021368,-0.191699368,-0.315059553,291,3,,,12,0,12,-0.361130678,18.079,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.426022153,40,-0.432064409,-0.262138882,-0.295482602,293,3,,,13,0,12,-0.365559568,17.928,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.112482442,41,0.339753699,0.043410002,-0.342697601,291,3,,,14,0,11,-0.3659409,18.583,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.427731748,42,-0.376318797,-0.233216697,-0.344137082,292,3,,,15,0,11,-0.372839361,17.99,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.331652513,43,-0.42401865,-0.236015618,-0.156716569,291,3,,,16,0,11,-0.375241262,17.984,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.296263898,44,-0.421719862,-0.250476711,-0.089348827,303,3,,,17,0,12,-0.378136098,17.953,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.397471918,45,-0.36425016,-0.246744816,-0.290876261,293,3,,,18,0,12,-0.382227338,17.961,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.446879211,46,-0.36999713,-0.26680375,-0.358819795,293,3,,,19,0,12,-0.385649126,17.918,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.408071406,47,-0.373445312,-0.246278329,-0.304407388,292,3,,,20,0,12,-0.388105985,17.962,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.394052728,48,-0.299884092,-0.23135075,-0.326863302,293,3,,,21,0,12,-0.390685914,17.994,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.395591363,49,-0.363100765,-0.25654104,-0.282239371,293,3,,,22,0,12,-0.393299135,17.94,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.344132556,50,-0.249310754,-0.20616046,-0.283678852,292,3,,,23,0,12,-0.395345132,18.048,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.327036606,51,-0.205059083,-0.185168552,-0.290012572,291,3,,,24,0,12,-0.397605017,18.093,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.350116138,52,-0.332641823,-0.205693973,-0.252298152,291,3,,,25,0,12,-0.400115245,18.049,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.313359847,53,-0.201036204,-0.195431263,-0.26266242,291,3,,,26,0,12,-0.40203792,18.071,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.017258005,54,-0.236092722,-0.147849604,0.22417028,304,3,,,27,0,12,-0.401792889,18.173,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.328233323,55,-0.28494197,-0.168841512,-0.262086627,295,3,,,28,0,12,-0.406375028,18.128,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,-0.007171395,56,0.709283887,-0.147849604,-0.232433305,292,3,,,29,0,12,-0.405866734,18.173,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
9,5,4.475044598,57,5.341916623,5.071205229,1.773916244,216,3,,,30,0,11,-0.373508769,29.361,,-0.275966674,6,23,0.497350841,-0.081164126,0.198947148,21
7,3,1.312635893,1,-0.200174158,-0.01396788,0.093177448,289,1,,,1,1,6,6.341005816,18.46,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.151290247,2,-0.013110276,-0.182369631,-0.091939894,301,1,,,2,1,6,2.591951698,18.099,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.20428769,3,-0.19988681,-0.164643131,-0.09856151,292,1,,,3,1,6,1.547568871,18.137,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.112995321,4,-0.114256953,-0.080209012,-0.039830658,289,1,,,4,1,5,1.041123985,18.318,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.181208159,5,-0.189542263,-0.090005235,-0.110941052,290,1,,,5,1,5,0.723331452,18.297,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.190269012,6,-0.21138075,-0.063415485,-0.131669588,290,1,,,6,1,5,0.515773316,18.354,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.250959632,7,-0.170002564,-0.098401999,-0.233009097,290,1,,,7,1,5,0.364297836,18.279,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,2.169142954,8,-0.237816814,-0.11146363,3.884484265,,1,0 days 01:09:41.471000,,8,1,11,0.386057255,18.251,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,0.700771867,9,2.886236226,-0.010235985,-0.215735317,289,2,,0 days 01:09:59.414000,1,0,10,0.214379477,18.468,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.255575538,10,-0.160232715,-0.08487388,-0.25402553,290,2,,,2,0,9,0.099388367,18.308,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.259165688,11,-0.207932568,-0.087206314,-0.234736475,293,2,,,3,0,9,0.043114037,18.303,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.206852083,12,-0.138968925,-0.115195525,-0.163913977,291,2,,,4,0,9,-0.001747622,18.243,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.135732933,13,-0.084372707,-0.124991749,-0.065453431,292,2,,,5,0,9,-0.03907602,18.222,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.143938989,14,0.043210033,-0.264471316,-0.057104438,303,2,,,6,0,9,-0.073545177,17.923,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.024951182,15,0.171942167,-0.16324367,0.016309127,303,2,,,7,0,8,-0.099716893,18.14,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.148042017,16,-0.076901646,-0.229018316,-0.025723737,301,2,,,8,0,7,-0.129221731,17.999,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,2.94957304,17,-0.115981044,3.289691964,3.038644837,197,2,,,9,0,6,-0.072554316,25.542,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,0.501604057,18,2.30176935,-0.10260038,-0.201340501,289,2,,,10,0,6,-0.156671394,18.27,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.313188887,19,-0.356204401,-0.129190131,-0.225523793,289,2,,,11,0,6,-0.194411824,18.213,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.307376265,20,-0.303906972,-0.110530657,-0.253449737,289,2,,,12,0,6,-0.210467469,18.253,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.137271569,21,-0.386088647,-0.153913933,0.100950649,300,2,,,13,0,7,-0.221578881,18.16,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.238308629,22,-0.15735923,-0.132455538,-0.197022056,290,2,,,14,0,7,-0.237060171,18.206,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.208561678,23,-0.138394228,-0.13525446,-0.154701295,289,2,,,15,0,7,-0.248713068,18.2,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.220528842,24,-0.182071202,-0.123125802,-0.160459221,289,2,,,16,0,7,-0.260153608,18.226,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.261388161,25,-0.283217879,-0.138053381,-0.169384008,289,2,,,17,0,7,-0.271183391,18.194,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.230273533,26,-0.200461507,-0.086273341,-0.19040044,290,2,,,18,0,7,-0.280156329,18.305,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.187020781,27,-0.122877408,-0.091871183,-0.152973917,289,2,,,19,0,7,-0.28826836,18.293,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.19420108,28,-0.119429226,-0.069013327,-0.180899861,290,2,,,20,0,7,-0.29658722,18.342,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.268226541,29,-0.155635139,-0.117527959,-0.257480286,289,2,,,21,0,7,-0.305338559,18.238,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.268226541,30,-0.27517212,-0.124058775,-0.1935673,289,2,,,22,0,7,-0.312429342,18.224,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.293528546,31,-0.215403629,-0.112396604,-0.273314584,290,2,,,23,0,7,-0.319418945,18.249,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.260191445,32,-0.183795293,-0.085340367,-0.249707085,289,2,,,24,0,7,-0.325171778,18.307,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.302760358,33,-0.288390152,-0.112396604,-0.252298152,289,2,,,25,0,7,-0.331580041,18.249,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.321223984,34,-0.282643182,-0.130589591,-0.275041962,290,2,,,26,0,7,-0.337301861,18.21,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.280535624,35,-0.188967566,-0.13665392,-0.249707085,290,2,,,27,0,6,-0.341958967,18.197,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.289767437,36,-0.279195,-0.151581499,-0.21084108,289,2,,,28,0,6,-0.346962662,18.165,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.311821211,37,-0.334940611,-0.159978262,-0.214871628,290,2,,,29,0,6,-0.351847161,18.147,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.351654773,38,-0.344710461,-0.190299907,-0.258343975,290,2,,,30,0,6,-0.356678825,18.082,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.353022449,39,-0.356779098,-0.180037197,-0.260935042,291,2,,,31,0,6,-0.360832166,18.104,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.300708844,40,-0.193565142,-0.224353447,-0.227251171,290,2,,,32,0,6,-0.364192009,18.009,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.327036606,41,-0.305631063,-0.237415079,-0.207386324,291,2,,,33,0,5,-0.368225247,17.981,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.337636095,42,-0.25390833,-0.217822631,-0.263238213,290,2,,,34,0,5,-0.371902956,18.023,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.362596181,43,-0.352756219,-0.215956684,-0.256904493,290,2,,,35,0,5,-0.375555394,18.027,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.364989614,44,-0.36425016,-0.200562618,-0.264677694,289,2,,,36,0,5,-0.378817927,18.06,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,2.070499326,45,-0.377468191,-0.208959381,3.848497223,,2,0 days 02:01:25.030000,,37,0,6,-0.358286646,18.042,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,0.376461708,46,2.564980588,-0.230417776,-0.465053542,293,3,,0 days 02:01:42.825000,1,0,7,-0.377835889,17.996,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.667758876,47,-0.788376566,-0.266337263,-0.521481224,293,3,,,2,0,7,-0.390517901,17.919,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.597152606,48,-0.637805944,-0.267736724,-0.477145188,293,3,,,3,0,7,-0.392532959,17.916,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.585356401,49,-0.710792467,-0.231817237,-0.442885525,294,3,,,4,0,7,-0.394989689,17.993,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.555609449,50,-0.572290483,-0.251409684,-0.450082933,294,3,,,5,0,7,-0.397191431,17.951,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.604674823,51,-0.678034736,-0.266337263,-0.470523573,294,3,,,6,0,7,-0.39998141,17.919,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.633054099,52,-0.715390043,-0.262605369,-0.501904273,295,3,,,7,0,7,-0.402490427,17.927,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.674939175,53,-0.729182772,-0.361034093,-0.504783236,304,3,,,8,0,7,-0.405016003,17.716,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.519366036,54,-0.613668669,-0.338642724,-0.31448376,301,3,,,9,0,7,-0.405851828,17.764,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.588262712,55,-0.58263503,-0.329779474,-0.451522415,306,3,,,10,0,7,-0.408438834,17.783,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.611513203,56,-0.69470095,-0.410481699,-0.384730465,305,3,,,11,0,7,-0.410577632,17.61,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
7,3,-0.257285133,57,-0.200174158,-0.167208808,-0.230705927,,3,,,12,0,,-0.305930436,,,-1.327843956,4,63,-1.168196163,-0.860339731,-1.847366374,21
